Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
961,916382110,20,RL,14463.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5.0,2008.0,2008,Gable,CompShg,CemntBd,CmentBd,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,Unf,0.0,526.0,1641.0,GasA,Ex,Y,SBrkr,1641.0,0.0,0,1641.0,1.0,0.0,2.0,0,3.0,1,Ex,7,Typ,0.0,3.0,885.0,Y,0,95,0,0,0,0,0,1,2009,WD ,Normal,316500
962,916386140,20,RL,8925.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1450.0,1466.0,GasA,Ex,Y,SBrkr,1466.0,0.0,0,1466.0,0.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,3.0,610.0,Y,100,18,0,0,0,0,0,7,2009,WD ,Normal,201000
963,916403010,20,RL,11457.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1988.0,1988,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412.0,0.0,0,1412.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,1.0,2.0,576.0,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,175000
964,916403200,60,RL,9839.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,6,7.5,1980.0,2006,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,462.0,Unf,0.0,250.0,712.0,GasA,Ex,Y,SBrkr,1375.0,862.0,0,2237.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,440.0,Y,305,24,0,0,0,0,0,2,2009,WD ,Normal,204000
965,916403250,80,RL,14419.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5.0,1987.0,1989,Hip,CompShg,Plywood,Plywood,310.0,TA,TA,PConc,Gd,TA,Gd,GLQ,904.0,ALQ,0.0,117.0,1645.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0,1479.0,2.0,0.0,2.0,1,3.0,1,Gd,7,Min1,1.0,2.0,578.0,Y,224,175,0,0,0,0,0,7,2009,WD ,Normal,213500
966,916455070,20,RL,6853.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2001.0,2002,Gable,CompShg,VinylSd,VinylSd,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,Ex,Y,SBrkr,1296.0,0.0,0,1296.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,0.0,2.0,471.0,Y,192,25,0,0,0,0,0,6,2009,WD ,Normal,220000
967,916460110,60,RL,9157.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5.0,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,1072.0,942.0,0,2014.0,0.0,0.0,2.0,1,3.0,1,Gd,9,Typ,0.0,2.0,486.0,Y,124,114,0,0,0,0,0,2,2009,WD ,Abnorml,170000
968,916475040,20,RL,14601.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5.0,2006.0,2006,Hip,CompShg,VinylSd,VinylSd,406.875,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0.0,578.0,1838.0,GasA,Ex,Y,SBrkr,1838.0,0.0,0,1838.0,1.0,0.0,2.0,0,2.0,1,Ex,8,Typ,1.0,3.0,765.0,Y,270,68,0,0,0,0,0,3,2009,WD ,Normal,315000
969,921128050,20,RL,12633.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5.0,2007.0,2007,Hip,CompShg,CemntBd,CmentBd,290.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1640.0,Unf,0.0,338.0,1978.0,GasA,Ex,Y,SBrkr,1978.0,0.0,0,1978.0,1.0,0.0,2.0,0,2.0,1,Ex,7,Typ,1.0,3.0,920.0,Y,308,52,0,0,0,0,0,5,2009,WD ,Normal,339500
970,923201100,20,RL,12518.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7.0,1968.0,1968,Gable,CompShg,HdBoard,HdBoard,182.0,TA,TA,CBlock,TA,TA,No,ALQ,532.0,Unf,0.0,476.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0,1008.0,0.0,0.0,1.0,0,3.0,1,Gd,6,Typ,0.0,1.0,384.0,Y,144,0,0,0,0,0,0,4,2009,WD ,Normal,139500
971,923202060,20,RL,17727.75,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4.0,1960.0,2006,Hip,CompShg,HdBoard,HdBoard,75.0,TA,Fa,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,30.25,GasA,TA,Y,SBrkr,1771.0,0.0,0,1771.0,0.0,0.0,1.0,0,3.0,1,TA,9,Min1,1.0,2.0,336.0,Y,0,0,0,0,0,0,0,11,2009,WD ,Normal,115000
972,923203110,120,RM,4500.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5.0,1998.0,1998,Hip,CompShg,VinylSd,VinylSd,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866.0,Unf,0.0,338.0,1204.0,GasA,Ex,Y,SBrkr,1204.0,0.0,0,1204.0,1.0,0.0,2.0,0,2.0,1,TA,5,Typ,0.0,2.0,412.0,Y,0,175,0,0,0,0,0,6,2009,WD ,Normal,162000
973,923203190,120,RM,4500.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5.0,1999.0,1999,Hip,CompShg,VinylSd,VinylSd,406.875,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,Ex,Y,SBrkr,1224.0,0.0,0,1224.0,1.0,0.0,2.0,0,2.0,1,TA,5,Typ,0.0,2.0,402.0,Y,0,175,0,0,0,0,0,6,2009,WD ,Normal,165000
974,923225360,145,RM,1596.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5.0,1973.0,1973,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,526.0,462.0,0,988.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,297.0,Y,120,101,0,0,0,0,0,11,2009,WD ,Normal,91000
975,923225490,20,RL,9858.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6.0,1968.0,1968,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510.0,Unf,0.0,354.0,864.0,GasA,TA,Y,SBrkr,874.0,0.0,0,874.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,1.0,288.0,Y,33,0,0,0,0,0,0,11,2009,WD ,Normal,130000
976,923226270,145,RM,1526.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7.5,1970.0,2002,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515.0,Unf,0.0,115.0,630.0,GasA,TA,Y,SBrkr,630.0,0.0,0,630.0,1.0,0.0,1.0,0,1.0,1,Gd,3,Typ,0.0,1.0,286.0,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,86000
977,923227080,20,RL,13383.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1969.0,2000,Hip,CompShg,HdBoard,HdBoard,176.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,594.0,1188.0,GasA,Ex,Y,SBrkr,1404.0,0.0,0,1404.0,0.0,0.0,2.0,0,3.0,1,TA,7,Typ,1.0,2.0,504.0,Y,0,16,0,0,0,0,0,3,2009,WD ,Normal,160000
978,923228110,145,RM,1477.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4.0,1970.0,1970,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,121.0,630.0,GasA,TA,Y,SBrkr,630.0,0.0,0,630.0,1.0,0.0,1.0,0,1.0,1,TA,3,Typ,0.0,1.0,286.0,Y,0,0,0,0,0,0,0,4,2009,WD ,Normal,80000
979,923228150,145,RM,1533.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6.0,1970.0,2008,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,TA,Y,SBrkr,798.0,546.0,0,1344.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,1.0,0.0,0.0,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,97000
980,923228230,145,RM,2217.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4.0,1970.0,1970,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,273.0,LwQ,0.0,0.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0,1092.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,1.0,286.0,Y,238,0,0,0,0,0,0,8,2009,WD ,Normal,88000
981,923230200,85,RL,7689.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7.5,1972.0,1972,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,720.0,BLQ,0.0,0.0,796.0,GasA,Gd,Y,SBrkr,796.0,0.0,0,796.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,1.0,336.0,Y,138,0,0,0,0,0,0,7,2009,WD ,Normal,131900
982,923252075,80,RL,7706.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5.0,1993.0,1996,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,Gd,TA,Av,Rec,114.0,GLQ,0.0,0.0,384.0,GasA,Ex,Y,SBrkr,1091.0,0.0,0,1091.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,429.0,Y,280,0,0,0,0,0,0,8,2009,WD ,Normal,131250
983,923275040,85,RL,9101.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6.0,1978.0,1978,Gable,CompShg,Plywood,Plywood,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,Ex,Y,SBrkr,1110.0,0.0,0,1110.0,1.0,0.0,1.0,0,1.0,1,Gd,4,Typ,1.0,2.0,602.0,Y,303,30,0,0,0,0,0,7,2009,WD ,Normal,165500
984,923275140,20,RL,8780.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1985.0,1985,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,625.0,Unf,0.0,208.0,833.0,GasA,Ex,Y,SBrkr,833.0,0.0,0,833.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,112000
985,923276260,85,RL,7669.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6.0,1992.0,1993,Gable,CompShg,HdBoard,Wd Shng,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,0.0,0.0,828.0,GasA,TA,Y,SBrkr,883.0,0.0,0,883.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,2.0,698.0,Y,100,32,0,0,0,0,0,6,2009,WD ,Normal,149000
986,923400025,50,RL,14115.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5.0,1993.0,1995,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,Wood,Gd,TA,No,GLQ,732.0,Unf,0.0,64.0,796.0,GasA,Ex,Y,SBrkr,796.0,566.0,0,1362.0,1.0,0.0,1.0,1,1.0,1,TA,5,Typ,0.0,2.0,480.0,Y,40,30,0,0,0,0,0,10,2009,WD ,Normal,143000
987,923400110,60,RL,10429.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5.0,1992.0,1992,Gable,CompShg,HdBoard,Wd Shng,0.0,TA,TA,PConc,Gd,TA,No,ALQ,330.0,Unf,0.0,294.0,624.0,GasA,TA,Y,SBrkr,624.0,663.0,0,1287.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,2.0,440.0,Y,150,0,0,0,0,0,0,7,2009,WD ,Normal,130000
988,924100040,20,RL,9819.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5.0,1977.0,1977,Gable,CompShg,Plywood,ImStucc,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567.0,Unf,0.0,0.0,1567.0,GasA,TA,Y,SBrkr,1567.0,0.0,0,1567.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,2.0,2.0,714.0,Y,264,32,0,0,0,0,0,5,2009,WD ,Normal,196000
989,924100060,60,RL,10457.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7.0,1969.0,1969,Gable,CompShg,VinylSd,VinylSd,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,496.0,LwQ,0.0,0.0,784.0,GasA,Ex,Y,SBrkr,784.0,848.0,0,1632.0,0.0,0.0,1.0,1,4.0,1,TA,7,Typ,1.0,2.0,898.0,Y,0,173,0,0,0,0,0,4,2009,WD ,Normal,173000
990,526351030,20,RL,11029.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,1958.0,2002,Hip,CompShg,MetalSd,MetalSd,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,528.0,BLQ,0.0,245.0,1184.0,GasA,Ex,Y,SBrkr,1414.0,0.0,0,1414.0,1.0,0.0,1.0,0,3.0,1,TA,6,Min1,1.0,2.0,601.0,Y,0,51,0,0,0,0,0,5,2008,WD ,Normal,176500
991,526353050,20,RL,12925.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.0,1970.0,1970,Gable,CompShg,BrkFace,Plywood,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,865.0,Unf,0.0,340.0,1205.0,GasA,Ex,Y,SBrkr,2117.0,0.0,0,2117.0,0.0,0.0,2.0,1,4.0,1,TA,7,Typ,2.0,2.0,550.0,Y,0,42,0,0,0,0,0,5,2008,WD ,Normal,237500
992,526354070,60,RL,11075.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5.0,1969.0,1969,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500.0,LwQ,0.0,176.0,952.0,GasA,TA,Y,SBrkr,1092.0,1020.0,0,2112.0,0.0,0.0,2.0,1,4.0,1,TA,9,Typ,2.0,2.0,576.0,Y,280,0,0,0,0,0,0,6,2008,WD ,Normal,206900
993,527105050,60,RL,8702.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,BLQ,706.0,Unf,0.0,220.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0,1604.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,470.0,Y,0,36,0,0,0,0,0,4,2008,WD ,Normal,187500
994,527106050,60,RL,8139.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995.0,1996,Gable,CompShg,VinylSd,VinylSd,119.0,TA,TA,PConc,Gd,TA,No,ALQ,476.0,Unf,0.0,204.0,680.0,GasA,Gd,Y,SBrkr,680.0,790.0,0,1470.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,420.0,Y,192,49,0,0,0,0,0,10,2008,WD ,Normal,165000
995,527106140,60,RL,9535.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,851.0,Unf,0.0,75.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0,1604.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,0.0,2.0,472.0,Y,100,82,0,0,0,0,0,5,2008,WD ,Normal,195500
996,527106150,60,RL,9042.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828.0,Unf,0.0,115.0,943.0,GasA,Gd,Y,SBrkr,943.0,695.0,0,1638.0,1.0,0.0,2.0,1,3.0,1,TA,7,Typ,2.0,2.0,472.0,Y,100,38,0,0,0,0,0,7,2008,WD ,Normal,192000
997,527107010,60,RL,15038.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1996.0,1996,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916.0,720.0,0,1636.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,386.0,Y,168,84,0,0,0,0,0,11,2008,WD ,Normal,173000
998,527107090,20,RL,14137.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5.0,1996.0,1997,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,898.0,1348.0,GasA,Gd,Y,SBrkr,1384.0,0.0,0,1384.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,2.0,404.0,Y,0,39,0,0,0,0,0,11,2008,WD ,Normal,177900
999,527107210,60,RL,17727.75,Pave,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1996.0,1997,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0.0,125.0,729.0,GasA,Ex,Y,SBrkr,729.0,717.0,0,1446.0,0.0,0.0,2.0,1,3.0,1,TA,6,Typ,1.0,2.0,406.0,Y,264,22,0,0,0,0,0,8,2008,WD ,Normal,175000
1000,527127140,120,RL,4923.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,2001.0,2002,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,440.0,1593.0,GasA,Ex,Y,SBrkr,1593.0,0.0,0,1593.0,1.0,0.0,1.0,1,0.5,1,Ex,5,Typ,1.0,2.0,682.0,Y,0,120,0,0,0,0,0,8,2008,WD ,Normal,286000
1001,527131110,120,RL,6264.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5.0,1997.0,1997,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,656.0,Unf,0.0,1008.0,1664.0,GasA,Ex,Y,SBrkr,1682.0,0.0,0,1682.0,1.0,0.0,1.0,1,1.0,1,Gd,6,Min1,1.0,2.0,528.0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,247900
1002,527140090,120,RL,5395.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1993.0,1993,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337.0,0.0,0,1337.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,2.0,462.0,Y,96,0,0,0,0,0,0,10,2008,WD ,Normal,180000
1003,527145090,120,RL,5070.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1992.0,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1280.0,1280.0,GasA,Ex,Y,SBrkr,1280.0,0.0,0,1280.0,0.0,0.0,2.0,0,2.0,1,Gd,5,Typ,0.0,2.0,506.0,Y,0,82,0,0,0,0,0,8,2008,WD ,Normal,180000
1004,527161010,60,RL,10839.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0,1604.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,470.0,Y,0,36,0,0,0,0,0,7,2008,WD ,Normal,181000
1005,527162180,60,RL,11184.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,932.0,701.0,0,1633.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,460.0,Y,0,39,0,0,0,0,0,4,2008,WD ,Family,183000
1006,527163100,60,RL,8000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995.0,1996,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,773.0,GasA,Gd,Y,SBrkr,773.0,885.0,0,1658.0,1.0,0.0,2.0,1,3.0,1,TA,8,Typ,1.0,2.0,431.0,Y,224,84,0,0,0,0,0,6,2008,WD ,Normal,188000
1007,527164120,60,RL,10832.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1994.0,1996,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,712.0,GasA,Ex,Y,SBrkr,1086.0,809.0,0,1895.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,409.0,Y,143,46,0,0,0,0,0,10,2008,WD ,Normal,194500
1008,527165010,60,RL,14067.0,Pave,Reg,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1991.0,1991,Gable,CompShg,HdBoard,HdBoard,194.0,TA,TA,PConc,Gd,TA,No,ALQ,504.0,Unf,0.0,332.0,836.0,GasA,Gd,Y,SBrkr,851.0,858.0,0,1709.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,2.0,416.0,Y,0,40,0,0,0,0,0,9,2008,WD ,Normal,185000
1009,527183030,120,RL,4671.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1988.0,1989,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228.0,0.0,0,1228.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,2.0,472.0,Y,168,120,0,0,0,0,0,10,2008,WD ,Normal,189000
1010,527183060,120,RL,5950.0,Pave,IR1,HLS,AllPub,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,1989.0,1989,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,319.0,Unf,0.0,1018.0,1337.0,GasA,Gd,Y,SBrkr,1337.0,0.0,0,1337.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,2.0,462.0,Y,0,73,0,0,0,0,0,4,2008,WD ,Normal,188500
1011,527208010,60,RL,13543.0,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5.0,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168.0,1332.0,0,2500.0,0.0,0.0,3.0,1,4.5,1,Ex,9,Typ,1.0,3.0,683.0,Y,192,32,0,0,0,0,0,7,2008,WD ,Normal,339500
1012,527212050,60,RL,11198.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5.0,2005.0,2007,Hip,CompShg,VinylSd,VinylSd,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134.0,1370.0,0,2504.0,0.0,0.0,2.0,1,4.0,1,Ex,10,Typ,1.0,3.0,656.0,Y,144,39,0,0,0,0,0,6,2008,WD ,Normal,325000
